Region,Country,Indicator,Input,Date
Asia-Pacific,Philippines,Prohibition of torture in the constitution ,1.0,1987-01-01
Asia-Pacific,Republic of Korea,Prohibition of torture in the constitution ,1.0,1987-01-01
Asia-Pacific,Samoa,Prohibition of torture in the constitution ,1.0,1984-01-01
Asia-Pacific,Solomon Islands,Prohibition of torture in the constitution ,1.0,2018-01-01
Asia-Pacific,Singapore,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Sri Lanka,Prohibition of torture in the constitution ,1.0,1984-01-01
Asia-Pacific,Tajikistan,Prohibition of torture in the constitution ,1.0,1994-01-01
Asia-Pacific,Thailand,Prohibition of torture in the constitution ,1.0,2017-01-01
Asia-Pacific,Timor-Leste,Prohibition of torture in the constitution ,1.0,1987-01-01
Asia-Pacific,Tonga,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Turkmenistan,Prohibition of torture in the constitution ,1.0,2008-01-01
Asia-Pacific,Tuvalu,Prohibition of torture in the constitution ,1.0,1986-01-01
Asia-Pacific,Uzbekistan,Prohibition of torture in the constitution ,1.0,1992-01-01
Asia-Pacific,Vanuatu,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Viet Nam,Prohibition of torture in the constitution ,1.0,1994-01-01
Americas,Antigua and Barbuda,Criminalisation of torture under domestic law,0.5,1993-01-01
Americas,Argentina,Criminalisation of torture under domestic law,1.0,1984-01-01
Americas,Bahamas,Criminalisation of torture under domestic law,0.5,2001-01-01
Americas,Barbados,Criminalisation of torture under domestic law,0.0,
Americas,Belize,Criminalisation of torture under domestic law,0.5,2011-01-01
Americas,Bolivia,Criminalisation of torture under domestic law,0.5,1997-01-01
Americas,Brazil,Criminalisation of torture under domestic law,1.0,1997-01-01
Americas,Canada,Criminalisation of torture under domestic law,1.0,1985-01-01
Americas,Chile,Criminalisation of torture under domestic law,0.5,1984-01-01
Americas,Colombia,Criminalisation of torture under domestic law,0.5,1984-01-01
Americas,Costa Rica,Criminalisation of torture under domestic law,0.5,1999-01-01
Americas,Cuba,Criminalisation of torture under domestic law,1.0,2022-01-01
Americas,Dominica,Criminalisation of torture under domestic law,0.0,
Americas,Dominican Republic,Criminalisation of torture under domestic law,1.0,1997-01-01
Americas,Ecuador,Criminalisation of torture under domestic law,0.5,2007-01-01
Americas,El Salvador,Criminalisation of torture under domestic law,0.5,1998-01-01
Americas,Grenada,Criminalisation of torture under domestic law,0.5,1984-01-01
Americas,Guatemala,Criminalisation of torture under domestic law,0.5,1984-01-01
Americas,Guyana,Criminalisation of torture under domestic law,0.5,1984-01-01
Americas,Haiti,Criminalisation of torture under domestic law,0.0,
Americas,Honduras,Criminalisation of torture under domestic law,0.5,1986-01-01
Americas,Jamaica,Criminalisation of torture under domestic law,0.0,
Americas,Mexico,Criminalisation of torture under domestic law,0.5,1986-01-01
Americas,Nicaragua,Criminalisation of torture under domestic law,0.5,2008-01-01
Americas,Panama,Criminalisation of torture under domestic law,1.0,1987-01-01
Americas,Paraguay,Criminalisation of torture under domestic law,0.5,1997-01-01
Americas,Peru,Criminalisation of torture under domestic law,0.5,1991-01-01
Americas,Saint Kitts and Nevis,Criminalisation of torture under domestic law,0.5,2017-01-01
Americas,Saint Lucia,Criminalisation of torture under domestic law,0.5,2005-01-01
Americas,Saint Vincent and the Grenadines,Criminalisation of torture under domestic law,0.0,
Americas,Suriname,Criminalisation of torture under domestic law,0.0,
Americas,Trinidad and Tobago,Criminalisation of torture under domestic law,0.0,
Americas,United States,Criminalisation of torture under domestic law,1.0,2014-01-01
Americas,Uruguay,Criminalisation of torture under domestic law,0.5,2006-01-01
Americas,Venezuela,Criminalisation of torture under domestic law,0.5,2013-01-01
Africa,Algeria,Criminalisation of torture under domestic law,0.5,2006-01-01
Africa,Angola,Criminalisation of torture under domestic law,1.0,2020-01-01
Africa,Benin,Criminalisation of torture under domestic law,0.5,2018-01-01
Africa,Botswana,Criminalisation of torture under domestic law,0.5,2018-01-01
Africa,Burkina Faso,Criminalisation of torture under domestic law,0.5,2018-01-01
Africa,Burundi,Criminalisation of torture under domestic law,1.0,2009-01-01
Africa,Cabo Verde,Criminalisation of torture under domestic law,0.5,2021-01-01
Africa,Cameroon,Criminalisation of torture under domestic law,0.5,2016-01-01
Africa,Central African Republic,Criminalisation of torture under domestic law,0.0,
Africa,Chad,Criminalisation of torture under domestic law,0.5,2017-01-01
Africa,Comoros,Criminalisation of torture under domestic law,0.5,1995-01-01
Africa,Congo,Criminalisation of torture under domestic law,0.0,
Africa,Cote d'Ivoire,Criminalisation of torture under domestic law,0.5,2024-01-01
Africa,Democratic Republic of the Congo,Criminalisation of torture under domestic law,0.5,2008-01-01
Africa,Djibouti,Criminalisation of torture under domestic law,0.0,
Africa,Equatorial Guinea,Criminalisation of torture under domestic law,1.0,2006-01-01
Africa,Eritrea,Criminalisation of torture under domestic law,0.5,2019-01-01
Africa,Ethiopia,Criminalisation of torture under domestic law,0.0,
Africa,Gabon,Criminalisation of torture under domestic law,0.5,2019-01-01
Africa,Gambia,Criminalisation of torture under domestic law,0.5,2023-01-01
Africa,Ghana,Criminalisation of torture under domestic law,0.0,
Africa,Guinea,Criminalisation of torture under domestic law,0.5,1993-01-01
Africa,Guinea-Bissau,Criminalisation of torture under domestic law,0.0,
Africa,Kenya,Criminalisation of torture under domestic law,0.5,2017-01-01
Africa,Lesotho,Criminalisation of torture under domestic law,0.0,
Africa,Liberia,Criminalisation of torture under domestic law,0.0,
Africa,Madagascar,Criminalisation of torture under domestic law,0.5,2008-01-01
Africa,Malawi,Criminalisation of torture under domestic law,0.0,
Africa,Mali,Criminalisation of torture under domestic law,0.0,
Africa,Mauritania,Criminalisation of torture under domestic law,1.0,2015-01-01
Africa,Mozambique,Criminalisation of torture under domestic law,0.0,
Africa,Namibia,Criminalisation of torture under domestic law,1.0,2018-01-01
Africa,Niger,Criminalisation of torture under domestic law,0.0,
Africa,Nigeria,Criminalisation of torture under domestic law,0.5,2017-01-01
Africa,Rwanda,Criminalisation of torture under domestic law,0.5,2012-01-01
Africa,Sao Tome and Principe,Criminalisation of torture under domestic law,1.0,2011-01-01
Africa,Senegal,Criminalisation of torture under domestic law,0.5,1999-01-01
Africa,Seychelles,Criminalisation of torture under domestic law,0.0,
Africa,Sierra Leone,Criminalisation of torture under domestic law,0.0,
Africa,Somalia,Criminalisation of torture under domestic law,0.0,
Africa,South Sudan,Criminalisation of torture under domestic law,0.0,
Africa,Sudan,Criminalisation of torture under domestic law,0.5,2019-01-01
Africa,Swaziland,Criminalisation of torture under domestic law,0.5,2018-01-01
Africa,Uganda,Criminalisation of torture under domestic law,0.5,2018-01-01
Africa,United Republic of Tanzania,Criminalisation of torture under domestic law,0.0,
Africa,Zambia,Criminalisation of torture under domestic law,0.0,
Africa,Zimbabwe,Criminalisation of torture under domestic law,0.0,
Africa,Mauritius,Criminalisation of torture under domestic law,0.5,2008-01-01
Africa,South Africa,Criminalisation of torture under domestic law,0.5,2013-01-01
Africa,Togo,Criminalisation of torture under domestic law,0.5,2000-01-01
Europe,Albania,Criminalisation of torture under domestic law,1.0,2007-01-01
Europe,Andorra,Criminalisation of torture under domestic law,0.5,2005-01-01
Europe,Austria,Criminalisation of torture under domestic law,0.5,1998-01-01
Europe,Armenia,Criminalisation of torture under domestic law,0.0,
Europe,Belarus,Criminalisation of torture under domestic law,0.0,
Europe,Belgium,Criminalisation of torture under domestic law,0.5,2021-01-01
Europe,Bulgaria,Criminalisation of torture under domestic law,0.0,
Europe,Croatia,Criminalisation of torture under domestic law,1.0,1996-01-01
Europe,Cyprus,Criminalisation of torture under domestic law,1.0,2002-01-01
Europe,France,Criminalisation of torture under domestic law,0.0,
Europe,Czech Republic,Criminalisation of torture under domestic law,0.5,2009-01-01
Europe,Denmark,Criminalisation of torture under domestic law,0.5,2005-01-01
Europe,Estonia,Criminalisation of torture under domestic law,0.5,2015-01-01
Europe,Finland,Criminalisation of torture under domestic law,0.5,2009-01-01
Europe,Georgia,Criminalisation of torture under domestic law,0.5,2005-01-01
Europe,Germany,Criminalisation of torture under domestic law,0.0,
Europe,Greece,Criminalisation of torture under domestic law,0.5,2019-01-01
Europe,Holy See,Criminalisation of torture under domestic law,0.5,2013-01-01
Europe,Hungary,Criminalisation of torture under domestic law,0.0,
Europe,Iceland,Criminalisation of torture under domestic law,0.0,
Europe,Italy,Criminalisation of torture under domestic law,1.0,2017-01-01
Europe,Ireland,Criminalisation of torture under domestic law,0.0,
Europe,Latvia,Criminalisation of torture under domestic law,0.5,2020-01-01
Europe,Liechtenstein,Criminalisation of torture under domestic law,0.5,2019-01-01
Europe,Lithuania,Criminalisation of torture under domestic law,1.0,2015-01-01
Europe,Luxembourg,Criminalisation of torture under domestic law,0.5,2019-01-01
Europe,North Macedonia,Criminalisation of torture under domestic law,0.5,2023-01-01
Europe,Romania,Criminalisation of torture under domestic law,1.0,2014-01-01
Europe,San Marino,Criminalisation of torture under domestic law,0.0,
Europe,Serbia,Criminalisation of torture under domestic law,0.0,
Europe,Slovakia,Criminalisation of torture under domestic law,0.0,
Europe,Slovenia,Criminalisation of torture under domestic law,0.5,2012-01-01
Europe,Spain,Criminalisation of torture under domestic law,0.5,1995-01-01
Europe,Sweden,Criminalisation of torture under domestic law,0.0,
Europe,Switzerland,Criminalisation of torture under domestic law,0.5,2005-01-01
Europe,United Kingdom,Criminalisation of torture under domestic law,0.5,1998-01-01
Europe,Malta,Criminalisation of torture under domestic law,0.5,1990-01-01
Europe,Monaco,Criminalisation of torture under domestic law,0.5,2020-01-01
Europe,Montenegro,Criminalisation of torture under domestic law,0.5,2021-01-01
Europe,Netherlands,Criminalisation of torture under domestic law,0.5,2003-01-01
Europe,Norway,Criminalisation of torture under domestic law,0.5,2008-01-01
Europe,Poland,Criminalisation of torture under domestic law,0.0,
Europe,Portugal,Criminalisation of torture under domestic law,0.5,2006-01-01
Europe,Republic of Moldova,Criminalisation of torture under domestic law,1.0,2010-01-01
Europe,Russia,Criminalisation of torture under domestic law,0.0,
Europe,Turkey,Criminalisation of torture under domestic law,0.5,2004-01-01
Europe,Ukraine,Criminalisation of torture under domestic law,0.5,2001-01-01
Middle East,Bahrain,Criminalisation of torture under domestic law,1.0,1984-01-01
Middle East,Egypt,Criminalisation of torture under domestic law,0.5,1992-01-01
Middle East,Iran,Criminalisation of torture under domestic law,0.0,
Middle East,Iraq,Criminalisation of torture under domestic law,0.0,
Middle East,Israel,Criminalisation of torture under domestic law,0.0,
Middle East,Jordan,Criminalisation of torture under domestic law,0.5,2017-01-01
Middle East,Kuwait,Criminalisation of torture under domestic law,0.0,
Middle East,Lebanon,Criminalisation of torture under domestic law,0.5,2009-01-01
Middle East,Libya,Criminalisation of torture under domestic law,0.0,
Middle East,Morocco,Criminalisation of torture under domestic law,0.5,2006-01-01
Middle East,State of Palestine,Criminalisation of torture under domestic law,0.5,2003-01-01
Middle East,Oman,Criminalisation of torture under domestic law,0.5,2020-01-01
Middle East,Qatar,Criminalisation of torture under domestic law,0.5,2014-01-01
Middle East,Saudi Arabia,Criminalisation of torture under domestic law,0.5,2013-01-01
Middle East,Syria ,Criminalisation of torture under domestic law,0.5,2008-01-01
Middle East,Tunisia,Criminalisation of torture under domestic law,0.5,1984-06-06
Middle East,United Arab Emirates,Criminalisation of torture under domestic law,0.5,1987-01-01
Middle East,Yemen,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Afghanistan,Criminalisation of torture under domestic law,0.5,2021-01-01
Asia-Pacific,Australia,Criminalisation of torture under domestic law,1.0,2010-01-01
Asia-Pacific,Azerbaijan,Criminalisation of torture under domestic law,0.5,1999-01-01
Asia-Pacific,Bangladesh,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Bhutan,Criminalisation of torture under domestic law,0.5,2004-01-01
Asia-Pacific,Brunei Darussalam,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Cambodia,Criminalisation of torture under domestic law,0.5,2009-01-01
Asia-Pacific,China,Criminalisation of torture under domestic law,0.5,2014-01-01
Asia-Pacific,Cook Islands,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Fiji,Criminalisation of torture under domestic law,0.5,2009-01-01
Asia-Pacific,Democratic People's Republic of Korea,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,India,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Indonesia,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Japan,Criminalisation of torture under domestic law,0.5,2006-01-01
Asia-Pacific,Kazakhstan,Criminalisation of torture under domestic law,0.5,2023-01-01
Asia-Pacific,Kiribati,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Kyrgyzstan,Criminalisation of torture under domestic law,0.5,2021-01-01
Asia-Pacific,Lao People's Democratic Republic,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Marshall Islands,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Malaysia,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Maldives,Criminalisation of torture under domestic law,1.0,2013-01-01
Asia-Pacific,Micronesia,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Mongolia,Criminalisation of torture under domestic law,0.5,2015-01-01
Asia-Pacific,Myanmar,Criminalisation of torture under domestic law,0.5,1984-01-01
Asia-Pacific,Nauru,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Nepal,Criminalisation of torture under domestic law,0.5,2018-01-01
Asia-Pacific,New Zealand,Criminalisation of torture under domestic law,1.0,1989-01-01
Asia-Pacific,Niue,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Palau,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Papua New Guinea,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Pakistan,Criminalisation of torture under domestic law,0.5,2002-01-01
Asia-Pacific,Philippines,Criminalisation of torture under domestic law,1.0,2009-01-01
Asia-Pacific,Republic of Korea,Criminalisation of torture under domestic law,0.5,1998-01-01
Asia-Pacific,Samoa,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Solomon Islands,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Singapore,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Sri Lanka,Criminalisation of torture under domestic law,0.5,1984-01-01
Asia-Pacific,Tajikistan,Criminalisation of torture under domestic law,0.5,2012-01-01
Asia-Pacific,Thailand,Criminalisation of torture under domestic law,1.0,2022-01-01
Asia-Pacific,Timor-Leste,Criminalisation of torture under domestic law,1.0,2009-01-01
Asia-Pacific,Tonga,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Turkmenistan,Criminalisation of torture under domestic law,1.0,2012-01-01
Asia-Pacific,Tuvalu,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Uzbekistan,Criminalisation of torture under domestic law,0.5,2008-01-01
Asia-Pacific,Vanuatu,Criminalisation of torture under domestic law,0.0,
Asia-Pacific,Viet Nam,Criminalisation of torture under domestic law,0.0,
Americas,Antigua and Barbuda,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Argentina,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Americas,Bahamas,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Barbados,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Belize,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Bolivia,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Americas,Brazil,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Americas,Canada,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Chile,Designation of the National Preventive Mechanism (in law) ,1.0,2020-01-01
Americas,Colombia,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Costa Rica,Designation of the National Preventive Mechanism (in law) ,1.0,2006-01-01
Americas,Cuba,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Dominica,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Dominican Republic,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Ecuador,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Americas,El Salvador,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Grenada,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Guatemala,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Americas,Guyana,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Haiti,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Honduras,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Americas,Jamaica,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Mexico,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Americas,Nicaragua,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Americas,Panama,Designation of the National Preventive Mechanism (in law) ,1.0,2017-01-01
Americas,Paraguay,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Americas,Peru,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Americas,Saint Kitts and Nevis,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Saint Lucia,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Saint Vincent and the Grenadines,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Suriname,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Trinidad and Tobago,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,United States,Designation of the National Preventive Mechanism (in law) ,0.0,
Americas,Uruguay,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Americas,Venezuela,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Algeria,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Angola,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Benin,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Botswana,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Burkina Faso,Designation of the National Preventive Mechanism (in law) ,1.0,2022-01-01
Africa,Burundi,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Cabo Verde,Designation of the National Preventive Mechanism (in law) ,1.0,2018-01-01
Africa,Cameroon,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Central African Republic,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Chad,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Comoros,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Congo,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Cote d'Ivoire,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Democratic Republic of the Congo,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Djibouti,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Equatorial Guinea,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Eritrea,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Ethiopia,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Gabon,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Gambia,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Ghana,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Guinea,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Guinea-Bissau,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Kenya,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Lesotho,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Liberia,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Madagascar,Designation of the National Preventive Mechanism (in law) ,1.0,2019-01-01
Africa,Malawi,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Mali,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Africa,Mauritania,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Africa,Mozambique,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Africa,Namibia,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Niger,Designation of the National Preventive Mechanism (in law) ,1.0,2020-01-01
Africa,Nigeria,Designation of the National Preventive Mechanism (in law) ,1.0,2024-01-01
Africa,Rwanda,Designation of the National Preventive Mechanism (in law) ,1.0,2020-01-01
Africa,Sao Tome and Principe,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Senegal,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Africa,Seychelles,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Sierra Leone,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Somalia,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,South Sudan,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Sudan,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Swaziland,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Uganda,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,United Republic of Tanzania,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Zambia,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Zimbabwe,Designation of the National Preventive Mechanism (in law) ,0.0,
Africa,Mauritius,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Africa,South Africa,Designation of the National Preventive Mechanism (in law) ,1.0,2020-01-01
Africa,Togo,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,Albania,Designation of the National Preventive Mechanism (in law) ,1.0,2008-01-01
Europe,Andorra,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Austria,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Europe,Armenia,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,Belarus,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Belgium,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Bulgaria,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Europe,Croatia,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,Cyprus,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,France,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Europe,Czech Republic,Designation of the National Preventive Mechanism (in law) ,1.0,2006-01-01
Europe,Denmark,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Europe,Estonia,Designation of the National Preventive Mechanism (in law) ,1.0,2008-01-01
Europe,Finland,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Europe,Georgia,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,Germany,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,Greece,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Europe,Holy See,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Hungary,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,Iceland,Designation of the National Preventive Mechanism (in law) ,1.0,2020-01-01
Europe,Italy,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Europe,Ireland,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Latvia,Designation of the National Preventive Mechanism (in law) ,1.0,2021-01-01
Europe,Liechtenstein,Designation of the National Preventive Mechanism (in law) ,1.0,2008-01-01
Europe,Lithuania,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Europe,Luxembourg,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,North Macedonia,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,Romania,Designation of the National Preventive Mechanism (in law) ,1.0,2015-01-01
Europe,San Marino,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Serbia,Designation of the National Preventive Mechanism (in law) ,1.0,2008-01-01
Europe,Slovakia,Designation of the National Preventive Mechanism (in law) ,1.0,2024-01-01
Europe,Slovenia,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,Spain,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Europe,Sweden,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Europe,Switzerland,Designation of the National Preventive Mechanism (in law) ,1.0,2010-01-01
Europe,United Kingdom,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,Malta,Designation of the National Preventive Mechanism (in law) ,1.0,2008-01-01
Europe,Monaco,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Montenegro,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,Netherlands,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Europe,Norway,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Europe,Poland,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Europe,Portugal,Designation of the National Preventive Mechanism (in law) ,1.0,2013-01-01
Europe,Republic of Moldova,Designation of the National Preventive Mechanism (in law) ,1.0,2007-01-01
Europe,Russia,Designation of the National Preventive Mechanism (in law) ,0.0,
Europe,Turkey,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Europe,Ukraine,Designation of the National Preventive Mechanism (in law) ,1.0,2012-01-01
Middle East,Bahrain,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Egypt,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Iran,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Iraq,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Israel,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Jordan,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Kuwait,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Lebanon,Designation of the National Preventive Mechanism (in law) ,1.0,2016-01-01
Middle East,Libya,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Morocco,Designation of the National Preventive Mechanism (in law) ,1.0,2018-01-01
Middle East,State of Palestine,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Oman,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Qatar,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Saudi Arabia,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Syria ,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Tunisia,Designation of the National Preventive Mechanism (in law) ,1.0,2014-01-01
Middle East,United Arab Emirates,Designation of the National Preventive Mechanism (in law) ,0.0,
Middle East,Yemen,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Afghanistan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Australia,Designation of the National Preventive Mechanism (in law) ,1.0,2019-01-01
Asia-Pacific,Azerbaijan,Designation of the National Preventive Mechanism (in law) ,1.0,2009-01-01
Asia-Pacific,Bangladesh,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Bhutan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Brunei Darussalam,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Cambodia,Designation of the National Preventive Mechanism (in law) ,1.0,2018-01-01
Asia-Pacific,China,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Cook Islands,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Fiji,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Democratic People's Republic of Korea,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,India,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Indonesia,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Japan,Designation of the National Preventive Mechanism (in law) ,0.0,
Asia-Pacific,Kazakhstan,Designation of the National Preventive Mechanism (in law) ,1.0,2015-01-01
